comune,comuneLabel,cordinate,comuneLabelCapital
http://www.wikidata.org/entity/Q33858,Saint-Vérain,Point(3.056111111 47.480833333),SAINT-VéRAIN
http://www.wikidata.org/entity/Q33859,Taconnay,Point(3.493333333 47.306944444),TACONNAY
http://www.wikidata.org/entity/Q33862,Saint-Révérien,Point(3.5 47.210277777),SAINT-RéVéRIEN
http://www.wikidata.org/entity/Q33863,Suilly-la-Tour,Point(3.065833333 47.336666666),SUILLY-LA-TOUR
http://www.wikidata.org/entity/Q33865,Tazilly,Point(3.914444444 46.765833333),TAZILLY
http://www.wikidata.org/entity/Q33959,Nice,Point(7.268333333 43.701944444),NICE
http://www.wikidata.org/entity/Q34001,Roubaix,Point(3.181666666 50.69),ROUBAIX
http://www.wikidata.org/entity/Q34220,Saint-Saulge,Point(3.512777777 47.104722222),SAINT-SAULGE
http://www.wikidata.org/entity/Q34223,Surgy,Point(3.515 47.509166666),SURGY
http://www.wikidata.org/entity/Q34229,Ternant,Point(3.838888888 46.750277777),TERNANT
http://www.wikidata.org/entity/Q34427,Saint-Dié-des-Vosges,Point(6.949166666 48.284166666),SAINT-DIé-DES-VOSGES
http://www.wikidata.org/entity/Q34948,Monlezun-d'Armagnac,Point(-0.149166666 43.824722222),MONLEZUN-D'ARMAGNAC
http://www.wikidata.org/entity/Q34951,Pech-Luna,Point(1.842777777 43.216666666),PECH-LUNA
http://www.wikidata.org/entity/Q34955,Mongausy,Point(0.806111111 43.508055555),MONGAUSY
http://www.wikidata.org/entity/Q35009,Castelner,Point(-0.582777777 43.5525),CASTELNER
http://www.wikidata.org/entity/Q35018,Aubagnan,Point(-0.488611111 43.666944444),AUBAGNAN
http://www.wikidata.org/entity/Q37046,Jardin,Point(4.908333333 45.496388888),JARDIN
http://www.wikidata.org/entity/Q37162,Saint-Malo-en-Donziois,Point(3.2675 47.313333333),SAINT-MALO-EN-DONZIOIS
http://www.wikidata.org/entity/Q37165,Saint-Honoré-les-Bains,Point(3.840277777 46.905833333),SAINT-HONORé-LES-BAINS
http://www.wikidata.org/entity/Q37166,Saint-Germain-Chassenay,Point(3.392777777 46.775833333),SAINT-GERMAIN-CHASSENAY
http://www.wikidata.org/entity/Q37168,Saint-Martin-sur-Nohain,Point(2.984166666 47.3625),SAINT-MARTIN-SUR-NOHAIN
http://www.wikidata.org/entity/Q37170,Saint-Hilaire-en-Morvan,Point(3.888333333 47.0775),SAINT-HILAIRE-EN-MORVAN
http://www.wikidata.org/entity/Q37171,Saint-Léger-des-Vignes,Point(3.454722222 46.84),SAINT-LéGER-DES-VIGNES
http://www.wikidata.org/entity/Q37173,Saint-Martin-d'Heuille,Point(3.226111111 47.054722222),SAINT-MARTIN-D'HEUILLE
http://www.wikidata.org/entity/Q37174,Saint-Léger-de-Fougeret,Point(3.897777777 47.021666666),SAINT-LéGER-DE-FOUGERET
http://www.wikidata.org/entity/Q37176,Saint-Pierre-le-Moûtier,Point(3.118055555 46.790833333),SAINT-PIERRE-LE-MOûTIER
http://www.wikidata.org/entity/Q37180,Saint-Firmin,Point(3.391666666 47.043333333),SAINT-FIRMIN
http://www.wikidata.org/entity/Q37182,Saint-Ouen-sur-Loire,Point(3.302777777 46.891666666),SAINT-OUEN-SUR-LOIRE
http://www.wikidata.org/entity/Q37184,Saint-Péreuse,Point(3.804444444 47.069166666),SAINT-PéREUSE
http://www.wikidata.org/entity/Q37185,Saint-Loup,Point(3.003055555 47.445555555),SAINT-LOUP
http://www.wikidata.org/entity/Q37189,Saint-Pierre-du-Mont,Point(3.445 47.389444444),SAINT-PIERRE-DU-MONT
http://www.wikidata.org/entity/Q37191,Saint-Franchy,Point(3.461111111 47.139444444),SAINT-FRANCHY
http://www.wikidata.org/entity/Q37192,Saint-Laurent-l'Abbaye,Point(2.991388888 47.3425),SAINT-LAURENT-L'ABBAYE
http://www.wikidata.org/entity/Q22926,Hombourg-Haut,Point(6.778055555 49.125833333),HOMBOURG-HAUT
http://www.wikidata.org/entity/Q22927,Bourscheid,Point(7.190277777 48.771388888),BOURSCHEID
http://www.wikidata.org/entity/Q22928,Carling,Point(6.715833333 49.166388888),CARLING
http://www.wikidata.org/entity/Q22930,Saint-Hubert,Point(6.333055555 49.223888888),SAINT-HUBERT
http://www.wikidata.org/entity/Q22933,Bouzonville,Point(6.534444444 49.291944444),BOUZONVILLE
http://www.wikidata.org/entity/Q22934,Plesnois,Point(6.105833333 49.172222222),PLESNOIS
http://www.wikidata.org/entity/Q22935,Féy,Point(6.096944444 49.029722222),FéY
http://www.wikidata.org/entity/Q22936,Pange,Point(6.356944444 49.084722222),PANGE
http://www.wikidata.org/entity/Q22940,Laning,Point(6.763611111 49.031111111),LANING
http://www.wikidata.org/entity/Q22943,Colligny,Point(6.325277777 49.098611111),COLLIGNY
http://www.wikidata.org/entity/Q22944,Epping,Point(7.316944444 49.111944444),EPPING
http://www.wikidata.org/entity/Q22945,L'Hôpital,Point(6.732222222 49.158055555),L'HôPITAL
http://www.wikidata.org/entity/Q22946,Ennery,Point(6.216666666 49.226111111),ENNERY
http://www.wikidata.org/entity/Q22948,Ernestviller,Point(6.964444444 49.067222222),ERNESTVILLER
http://www.wikidata.org/entity/Q22990,Rosheim,Point(7.469444444 48.496666666),ROSHEIM
http://www.wikidata.org/entity/Q22993,Tressange,Point(5.981388888 49.402777777),TRESSANGE
http://www.wikidata.org/entity/Q22994,Argancy,Point(6.202777777 49.195833333),ARGANCY
http://www.wikidata.org/entity/Q22997,Frémestroff,Point(6.780555555 49.0175),FRéMESTROFF
http://www.wikidata.org/entity/Q22999,Holving,Point(6.965 49.010833333),HOLVING
http://www.wikidata.org/entity/Q23001,Coume,Point(6.572222222 49.198333333),COUME
http://www.wikidata.org/entity/Q23047,Cahors,Point(1.440555555 44.4475),CAHORS
http://www.wikidata.org/entity/Q23073,Elne,Point(2.971111111 42.600277777),ELNE
http://www.wikidata.org/entity/Q23482,Marseille,Point(5.376388888 43.296666666),MARSEILLE
http://www.wikidata.org/entity/Q23783,Saint-Saëns,Point(1.283055555 49.672222222),SAINT-SAëNS
http://www.wikidata.org/entity/Q23801,Martot,Point(1.065 49.295),MARTOT
http://www.wikidata.org/entity/Q23925,Corcelles-les-Monts,Point(4.938333333 47.294444444),CORCELLES-LES-MONTS
http://www.wikidata.org/entity/Q23926,Flavignerot,Point(4.916666666 47.279166666),FLAVIGNEROT
http://www.wikidata.org/entity/Q23928,Fleurey-sur-Ouche,Point(4.859444444 47.311944444),FLEUREY-SUR-OUCHE
http://www.wikidata.org/entity/Q23930,Lantenay,Point(4.866666666 47.342222222),LANTENAY
http://www.wikidata.org/entity/Q23931,Pasques,Point(4.862222222 47.366388888),PASQUES
http://www.wikidata.org/entity/Q23932,Prenois,Point(4.8975 47.375555555),PRENOIS
http://www.wikidata.org/entity/Q23935,Velars-sur-Ouche,Point(4.904722222 47.320555555),VELARS-SUR-OUCHE
http://www.wikidata.org/entity/Q24004,Veyras,Point(4.561111111 44.733888888),VEYRAS
http://www.wikidata.org/entity/Q24117,Flaviac,Point(4.673888888 44.7475),FLAVIAC
http://www.wikidata.org/entity/Q24120,Dunière-sur-Eyrieux,Point(4.658333333 44.8225),DUNIèRE-SUR-EYRIEUX
http://www.wikidata.org/entity/Q24122,Pranles,Point(4.575833333 44.772222222),PRANLES
http://www.wikidata.org/entity/Q24124,Pourchères,Point(4.506388888 44.746944444),POURCHèRES
http://www.wikidata.org/entity/Q24126,Saint-Priest,Point(4.546388888 44.716388888),SAINT-PRIEST
http://www.wikidata.org/entity/Q24128,Saint-Vincent-de-Durfort,Point(4.643888888 44.805277777),SAINT-VINCENT-DE-DURFORT
http://www.wikidata.org/entity/Q24130,Lyas,Point(4.599722222 44.739444444),LYAS
http://www.wikidata.org/entity/Q24233,Coux,Point(4.620277777 44.733888888),COUX
http://www.wikidata.org/entity/Q24238,Gourdon,Point(4.448333333 44.731111111),GOURDON
http://www.wikidata.org/entity/Q24330,Lignières-Sonneville,Point(-0.182777777 45.559166666),LIGNIèRES-SONNEVILLE
http://www.wikidata.org/entity/Q24337,Saint-Preuil,Point(-0.171944444 45.596388888),SAINT-PREUIL
http://www.wikidata.org/entity/Q24393,Les Ollières-sur-Eyrieux,Point(4.613888888 44.804166666),LES OLLIèRES-SUR-EYRIEUX
http://www.wikidata.org/entity/Q24435,Moragne,Point(-0.803888888 45.971944444),MORAGNE
http://www.wikidata.org/entity/Q24439,Landrais,Point(-0.862222222 46.069722222),LANDRAIS
http://www.wikidata.org/entity/Q24442,Puy-du-Lac,Point(-0.753611111 45.951111111),PUY-DU-LAC
http://www.wikidata.org/entity/Q24446,Vibrac,Point(-0.341111111 45.355277777),VIBRAC
http://www.wikidata.org/entity/Q24450,Orignolles,Point(-0.234722222 45.230555555),ORIGNOLLES
http://www.wikidata.org/entity/Q24453,Saint-Pierre-d'Amilly,Point(-0.687777777 46.166944444),SAINT-PIERRE-D'AMILLY
http://www.wikidata.org/entity/Q24458,Montroy,Point(-1.009166666 46.154722222),MONTROY
http://www.wikidata.org/entity/Q24461,Moings,Point(-0.360833333 45.478611111),MOINGS
http://www.wikidata.org/entity/Q24465,Saint-Pierre-de-l'Isle,Point(-0.444444444 46.03),SAINT-PIERRE-DE-L'ISLE
http://www.wikidata.org/entity/Q24468,Saint-Ouen-d'Aunis,Point(-1.035277777 46.225833333),SAINT-OUEN-D'AUNIS
http://www.wikidata.org/entity/Q24472,Villexavier,Point(-0.437777777 45.371666666),VILLEXAVIER
http://www.wikidata.org/entity/Q24476,Taugon,Point(-0.834444444 46.308333333),TAUGON
http://www.wikidata.org/entity/Q24481,Puyravault,Point(-0.809444444 46.133333333),PUYRAVAULT
http://www.wikidata.org/entity/Q24487,Siecq,Point(-0.193333333 45.829722222),SIECQ
http://www.wikidata.org/entity/Q24491,Saint-Hilaire-du-Bois,Point(-0.495833333 45.416944444),SAINT-HILAIRE-DU-BOIS
http://www.wikidata.org/entity/Q24497,Saint-Martial,Point(-0.448055555 46.051666666),SAINT-MARTIAL
http://www.wikidata.org/entity/Q24501,Saint-Georges-de-Longuepierre,Point(-0.398333333 46.042222222),SAINT-GEORGES-DE-LONGUEPIERRE
http://www.wikidata.org/entity/Q24504,Saint-Germain-de-Vibrac,Point(-0.323611111 45.425277777),SAINT-GERMAIN-DE-VIBRAC
http://www.wikidata.org/entity/Q24509,Vanzac,Point(-0.305 45.357222222),VANZAC
http://www.wikidata.org/entity/Q24513,Voissay,Point(-0.605555555 45.952222222),VOISSAY
http://www.wikidata.org/entity/Q24523,Saint-Germain-de-Marencennes,Point(-0.789166666 46.078055555),SAINT-GERMAIN-DE-MARENCENNES
http://www.wikidata.org/entity/Q24538,Salignac-sur-Charente,Point(-0.423055555 45.672222222),SALIGNAC-SUR-CHARENTE
http://www.wikidata.org/entity/Q24557,Loire-les-Marais,Point(-0.930833333 45.993333333),LOIRE-LES-MARAIS
http://www.wikidata.org/entity/Q24561,Dolmayrac,Point(0.589444444 44.362222222),DOLMAYRAC
http://www.wikidata.org/entity/Q24564,Beaugas,Point(0.636944444 44.505555555),BEAUGAS
http://www.wikidata.org/entity/Q24568,Clermont-Dessous,Point(0.445555555 44.238611111),CLERMONT-DESSOUS
http://www.wikidata.org/entity/Q24570,Bruch,Point(0.411666666 44.205277777),BRUCH
http://www.wikidata.org/entity/Q24572,Caubeyres,Point(0.202222222 44.2575),CAUBEYRES
http://www.wikidata.org/entity/Q24574,Cambes,Point(0.288611111 44.595277777),CAMBES
http://www.wikidata.org/entity/Q24578,Bourgougnague,Point(0.416388888 44.616666666),BOURGOUGNAGUE
http://www.wikidata.org/entity/Q24581,Courbiac,Point(1.039166666 44.377222222),COURBIAC
http://www.wikidata.org/entity/Q24584,Espiens,Point(0.3775 44.168888888),ESPIENS
http://www.wikidata.org/entity/Q24587,Beaupuy,Point(0.145833333 44.535555555),BEAUPUY
http://www.wikidata.org/entity/Q24595,Saint-Hilaire-de-Villefranche,Point(-0.529722222 45.850833333),SAINT-HILAIRE-DE-VILLEFRANCHE
http://www.wikidata.org/entity/Q24599,Loulay,Point(-0.512222222 46.046944444),LOULAY
http://www.wikidata.org/entity/Q24604,Saint-Ciers-Champagne,Point(-0.299166666 45.442777777),SAINT-CIERS-CHAMPAGNE
http://www.wikidata.org/entity/Q24608,Doudrac,Point(0.681666666 44.658611111),DOUDRAC
http://www.wikidata.org/entity/Q24612,Saint-Pierre-du-Palais,Point(-0.1575 45.165555555),SAINT-PIERRE-DU-PALAIS
http://www.wikidata.org/entity/Q24615,Birac-sur-Trec,Point(0.264722222 44.486111111),BIRAC-SUR-TREC
http://www.wikidata.org/entity/Q24619,Louzignac,Point(-0.2375 45.835833333),LOUZIGNAC
http://www.wikidata.org/entity/Q24627,Saint-Saturnin-du-Bois,Point(-0.671111111 46.140277777),SAINT-SATURNIN-DU-BOIS
http://www.wikidata.org/entity/Q24633,Dondas,Point(0.838888888 44.253333333),DONDAS
http://www.wikidata.org/entity/Q24636,Bouglon,Point(0.096944444 44.393333333),BOUGLON
http://www.wikidata.org/entity/Q121488,Cérizols,Point(1.061111111 43.128611111),CéRIZOLS
http://www.wikidata.org/entity/Q121518,Famechon,Point(2.040833333 49.760277777),FAMECHON
http://www.wikidata.org/entity/Q121580,Meyenheim,Point(7.355833333 47.913333333),MEYENHEIM
http://www.wikidata.org/entity/Q121595,Landser,Point(7.390833333 47.685),LANDSER
http://www.wikidata.org/entity/Q121612,Valdieu-Lutran,Point(7.058333333 47.626666666),VALDIEU-LUTRAN
http://www.wikidata.org/entity/Q121642,Metzeral,Point(7.070277777 48.012222222),METZERAL
http://www.wikidata.org/entity/Q121645,Manspach,Point(7.105277777 47.616388888),MANSPACH
http://www.wikidata.org/entity/Q121652,Logelheim,Point(7.408055555 48.021388888),LOGELHEIM
http://www.wikidata.org/entity/Q121659,Mertzen,Point(7.130277777 47.590277777),MERTZEN
http://www.wikidata.org/entity/Q121726,Éclusier-Vaux,Point(2.793611111 49.946111111),ÉCLUSIER-VAUX
http://www.wikidata.org/entity/Q121788,Feuquières-en-Vimeu,Point(1.605 50.061388888),FEUQUIèRES-EN-VIMEU
http://www.wikidata.org/entity/Q121840,L'Échelle-Saint-Aurin,Point(2.711111111 49.695),L'ÉCHELLE-SAINT-AURIN
http://www.wikidata.org/entity/Q121890,Faverolles,Point(2.620555555 49.648611111),FAVEROLLES
http://www.wikidata.org/entity/Q121953,Étréjust,Point(1.889444444 49.911944444),ÉTRéJUST
http://www.wikidata.org/entity/Q122019,Étinehem,Point(2.689722222 49.928055555),ÉTINEHEM
http://www.wikidata.org/entity/Q122072,Fins,Point(3.041944444 50.035),FINS
http://www.wikidata.org/entity/Q122138,Fignières,Point(2.587222222 49.683888888),FIGNIèRES
http://www.wikidata.org/entity/Q122306,Vieux-Thann,Point(7.120833333 47.801944444),VIEUX-THANN
http://www.wikidata.org/entity/Q122332,Village-Neuf,Point(7.569444444 47.606666666),VILLAGE-NEUF
http://www.wikidata.org/entity/Q122391,Vieux-Ferrette,Point(7.299166666 47.5025),VIEUX-FERRETTE
http://www.wikidata.org/entity/Q122812,La Faloise,Point(2.341111111 49.699166666),LA FALOISE
http://www.wikidata.org/entity/Q122937,Saint-Cosme,Point(7.063055555 47.681666666),SAINT-COSME
http://www.wikidata.org/entity/Q122940,Ungersheim,Point(7.304722222 47.878611111),UNGERSHEIM
http://www.wikidata.org/entity/Q122944,Lucelle,Point(7.247222222 47.4225),LUCELLE
http://www.wikidata.org/entity/Q122962,Urbès,Point(6.955833333 47.883333333),URBèS
http://www.wikidata.org/entity/Q122984,Lapoutroie,Point(7.169444444 48.1525),LAPOUTROIE
http://www.wikidata.org/entity/Q122993,Saint-Bernard,Point(7.201666666 47.671111111),SAINT-BERNARD
http://www.wikidata.org/entity/Q123013,Knœringue,Point(7.402777777 47.563611111),KNœRINGUE
http://www.wikidata.org/entity/Q123039,Kirchberg,Point(6.951944444 47.796666666),KIRCHBERG
http://www.wikidata.org/entity/Q123050,Luemschwiller,Point(7.289166666 47.655277777),LUEMSCHWILLER
http://www.wikidata.org/entity/Q123146,Falvy,Point(2.958888888 49.824444444),FALVY
http://www.wikidata.org/entity/Q123155,Largitzen,Point(7.186944444 47.561944444),LARGITZEN
http://www.wikidata.org/entity/Q123165,Kœstlach,Point(7.271111111 47.506111111),KœSTLACH
http://www.wikidata.org/entity/Q123172,Kunheim,Point(7.534444444 48.076388888),KUNHEIM
http://www.wikidata.org/entity/Q123183,Liebsdorf,Point(7.230833333 47.479166666),LIEBSDORF
http://www.wikidata.org/entity/Q123187,Leimbach,Point(7.101111111 47.792777777),LEIMBACH
http://www.wikidata.org/entity/Q123191,Kruth,Point(6.963888888 47.930833333),KRUTH
http://www.wikidata.org/entity/Q123639,Urschenheim,Point(7.486111111 48.086111111),URSCHENHEIM
http://www.wikidata.org/entity/Q123643,Lautenbach,Point(7.158611111 47.940833333),LAUTENBACH
http://www.wikidata.org/entity/Q123645,Magstatt-le-Haut,Point(7.395555555 47.6325),MAGSTATT-LE-HAUT
http://www.wikidata.org/entity/Q123649,Masevaux,Point(6.995833333 47.773611111),MASEVAUX
http://www.wikidata.org/entity/Q123656,Magstatt-le-Bas,Point(7.409166666 47.638611111),MAGSTATT-LE-BAS
http://www.wikidata.org/entity/Q123667,Malmerspach,Point(7.034444444 47.863888888),MALMERSPACH
http://www.wikidata.org/entity/Q123672,Labaroche,Point(7.193055555 48.11),LABAROCHE
http://www.wikidata.org/entity/Q123681,Magny,Point(7.053333333 47.604444444),MAGNY
http://www.wikidata.org/entity/Q123691,Merxheim,Point(7.2925 47.910833333),MERXHEIM
http://www.wikidata.org/entity/Q124107,Lièpvre,Point(7.2825 48.272222222),LIèPVRE
http://www.wikidata.org/entity/Q124120,Lutter,Point(7.381111111 47.466111111),LUTTER
http://www.wikidata.org/entity/Q124123,Kiffis,Point(7.356944444 47.440277777),KIFFIS
http://www.wikidata.org/entity/Q124126,Kingersheim,Point(7.338055555 47.791388888),KINGERSHEIM
http://www.wikidata.org/entity/Q124133,Lautenbachzell,Point(7.149166666 47.940277777),LAUTENBACHZELL
http://www.wikidata.org/entity/Q124136,Kœtzingue,Point(7.392222222 47.650555555),KœTZINGUE
http://www.wikidata.org/entity/Q124141,Kientzheim,Point(7.285833333 48.136111111),KIENTZHEIM
http://www.wikidata.org/entity/Q124145,Ligsdorf,Point(7.305277777 47.4725),LIGSDORF
http://www.wikidata.org/entity/Q124152,Lauw,Point(7.019722222 47.755833333),LAUW
http://www.wikidata.org/entity/Q124160,Luttenbach-près-Munster,Point(7.119166666 48.032222222),LUTTENBACH-PRèS-MUNSTER
http://www.wikidata.org/entity/Q124167,Linsdorf,Point(7.396944444 47.505),LINSDORF
http://www.wikidata.org/entity/Q124172,Lutterbach,Point(7.280555555 47.759722222),LUTTERBACH
http://www.wikidata.org/entity/Q124178,Linthal,Point(7.130277777 47.946666666),LINTHAL
http://www.wikidata.org/entity/Q124258,Leymen,Point(7.483333333 47.494722222),LEYMEN
http://www.wikidata.org/entity/Q124263,Liebenswiller,Point(7.455 47.498333333),LIEBENSWILLER
http://www.wikidata.org/entity/Q124299,Bretigney,Point(6.636944444 47.485555555),BRETIGNEY
http://www.wikidata.org/entity/Q124318,Veyrières,Point(2.393055555 45.490277777),VEYRIèRES
http://www.wikidata.org/entity/Q124597,Villars-le-Sec,Point(6.991388888 47.455),VILLARS-LE-SEC
http://www.wikidata.org/entity/Q124868,L'Isle-sur-Serein,Point(4.004444444 47.587777777),L'ISLE-SUR-SEREIN
http://www.wikidata.org/entity/Q125184,Levoncourt,Point(7.204444444 47.448611111),LEVONCOURT
http://www.wikidata.org/entity/Q125278,Saint-Nicolas-de-Port,Point(6.302222222 48.630833333),SAINT-NICOLAS-DE-PORT
http://www.wikidata.org/entity/Q125777,Boron,Point(7.010277777 47.561111111),BORON
http://www.wikidata.org/entity/Q126094,Thésée,Point(1.303888888 47.326111111),THéSéE
http://www.wikidata.org/entity/Q126283,Saint-Hippolyte,Point(7.371666666 48.231944444),SAINT-HIPPOLYTE
http://www.wikidata.org/entity/Q126318,Uz,Point(-0.086388888 42.966666666),UZ
http://www.wikidata.org/entity/Q126549,Nonville,Point(5.99 48.080555555),NONVILLE
http://www.wikidata.org/entity/Q126668,Senlis,Point(2.586666666 49.207222222),SENLIS
http://www.wikidata.org/entity/Q126675,Chantilly,Point(2.460833333 49.186944444),CHANTILLY
http://www.wikidata.org/entity/Q126859,Saint-Barthélemy,Point(-3.045277777 47.925833333),SAINT-BARTHéLEMY
http://www.wikidata.org/entity/Q126869,Pénestin,Point(-2.474444444 47.482777777),PéNESTIN
http://www.wikidata.org/entity/Q126898,Antibes,Point(7.123055555 43.58),ANTIBES
http://www.wikidata.org/entity/Q126917,Saint-Armel,Point(-2.710555555 47.5725),SAINT-ARMEL
http://www.wikidata.org/entity/Q126969,Villefranche-de-Lonchat,Point(0.057222222 44.948333333),VILLEFRANCHE-DE-LONCHAT
http://www.wikidata.org/entity/Q126991,Saint-Maximin,Point(6.037777777 45.426388888),SAINT-MAXIMIN
http://www.wikidata.org/entity/Q127126,Sainte-Hélène,Point(-3.204722222 47.72),SAINTE-HéLèNE
http://www.wikidata.org/entity/Q127163,Locminé,Point(-2.835833333 47.886666666),LOCMINé
http://www.wikidata.org/entity/Q127183,Guillac,Point(-2.466111111 47.910555555),GUILLAC
http://www.wikidata.org/entity/Q127215,Saint-Philibert,Point(-3.0 47.586666666),SAINT-PHILIBERT
http://www.wikidata.org/entity/Q127243,Le Saint,Point(-3.562222222 48.089444444),LE SAINT
http://www.wikidata.org/entity/Q127278,Plouhinec,Point(-3.251111111 47.6975),PLOUHINEC
http://www.wikidata.org/entity/Q127280,La Carneille,Point(-0.445833333 48.777777777),LA CARNEILLE
http://www.wikidata.org/entity/Q127343,Saint-Martin-sur-Oust,Point(-2.254166666 47.746111111),SAINT-MARTIN-SUR-OUST
http://www.wikidata.org/entity/Q127365,Bissezeele,Point(2.41 50.911666666),BISSEZEELE
http://www.wikidata.org/entity/Q127451,Baden,Point(-2.920277777 47.618611111),BADEN
http://www.wikidata.org/entity/Q127474,Les Forges,Point(-2.646944444 48.018055555),LES FORGES
http://www.wikidata.org/entity/Q127482,La Chapelle-Neuve,Point(-2.943055555 47.864722222),LA CHAPELLE-NEUVE
http://www.wikidata.org/entity/Q127505,Saint-Aignan,Point(-3.013888888 48.181388888),SAINT-AIGNAN
http://www.wikidata.org/entity/Q127544,Rieux,Point(-2.1075 47.597777777),RIEUX
http://www.wikidata.org/entity/Q127573,Saint-Gorgon,Point(-2.236666666 47.649166666),SAINT-GORGON
http://www.wikidata.org/entity/Q127647,Caro,Point(-2.319166666 47.864166666),CARO
http://www.wikidata.org/entity/Q21440,Châtenois,Point(7.400833333 48.271944444),CHâTENOIS
http://www.wikidata.org/entity/Q21441,Nothalten,Point(7.419444444 48.351944444),NOTHALTEN
http://www.wikidata.org/entity/Q21442,Mertzwiller,Point(7.679722222 48.863055555),MERTZWILLER
http://www.wikidata.org/entity/Q21443,Schopperten,Point(7.050833333 48.946944444),SCHOPPERTEN
http://www.wikidata.org/entity/Q21444,Triembach-au-Val,Point(7.325 48.3375),TRIEMBACH-AU-VAL
http://www.wikidata.org/entity/Q21445,Stotzheim,Point(7.491388888 48.379722222),STOTZHEIM
http://www.wikidata.org/entity/Q21446,Muhlbach-sur-Bruche,Point(7.297777777 48.516111111),MUHLBACH-SUR-BRUCHE
http://www.wikidata.org/entity/Q21447,Stutzheim-Offenheim,Point(7.625277777 48.628333333),STUTZHEIM-OFFENHEIM
http://www.wikidata.org/entity/Q21448,Lochwiller,Point(7.414722222 48.696388888),LOCHWILLER
http://www.wikidata.org/entity/Q21449,Natzwiller,Point(7.253333333 48.437777777),NATZWILLER
http://www.wikidata.org/entity/Q21450,Gunstett,Point(7.763888888 48.915),GUNSTETT
http://www.wikidata.org/entity/Q21451,Schillersdorf,Point(7.524722222 48.870833333),SCHILLERSDORF
http://www.wikidata.org/entity/Q21452,Steinbourg,Point(7.413333333 48.769722222),STEINBOURG
http://www.wikidata.org/entity/Q21453,Saasenheim,Point(7.618888888 48.236666666),SAASENHEIM
http://www.wikidata.org/entity/Q21454,Oberhoffen-sur-Moder,Point(7.863611111 48.783888888),OBERHOFFEN-SUR-MODER
http://www.wikidata.org/entity/Q21455,Rothau,Point(7.208611111 48.454722222),ROTHAU
http://www.wikidata.org/entity/Q21456,Saessolsheim,Point(7.513055555 48.708333333),SAESSOLSHEIM
http://www.wikidata.org/entity/Q21457,Rountzenheim,Point(8.006388888 48.819166666),ROUNTZENHEIM
http://www.wikidata.org/entity/Q21458,Schleithal,Point(8.043611111 48.988888888),SCHLEITHAL
http://www.wikidata.org/entity/Q21459,Grassendorf,Point(7.614166666 48.818888888),GRASSENDORF
http://www.wikidata.org/entity/Q21460,Thanvillé,Point(7.350277777 48.3225),THANVILLé
http://www.wikidata.org/entity/Q21461,Oberlauterbach,Point(8.069722222 48.949444444),OBERLAUTERBACH
http://www.wikidata.org/entity/Q21462,Printzheim,Point(7.478888888 48.790555555),PRINTZHEIM
http://www.wikidata.org/entity/Q21463,Lohr,Point(7.243611111 48.8575),LOHR
http://www.wikidata.org/entity/Q21464,Oberschaeffolsheim,Point(7.648055555 48.585555555),OBERSCHAEFFOLSHEIM
http://www.wikidata.org/entity/Q21465,Pfulgriesheim,Point(7.670833333 48.643611111),PFULGRIESHEIM
http://www.wikidata.org/entity/Q21466,Hochstett,Point(7.676388888 48.778055555),HOCHSTETT
http://www.wikidata.org/entity/Q21467,Rosteig,Point(7.340277777 48.933055555),ROSTEIG
http://www.wikidata.org/entity/Q21468,Wolschheim,Point(7.450277777 48.703333333),WOLSCHHEIM
http://www.wikidata.org/entity/Q21470,Puberg,Point(7.315277777 48.911666666),PUBERG
http://www.wikidata.org/entity/Q21471,Obersoultzbach,Point(7.449444444 48.851388888),OBERSOULTZBACH
http://www.wikidata.org/entity/Q21472,Eschbach,Point(7.736388888 48.874166666),ESCHBACH
http://www.wikidata.org/entity/Q21473,Scheibenhard,Point(8.136944444 48.978888888),SCHEIBENHARD
http://www.wikidata.org/entity/Q21475,Rosenwiller,Point(7.439444444 48.505833333),ROSENWILLER
http://www.wikidata.org/entity/Q21476,Mulhausen,Point(7.553333333 48.883055555),MULHAUSEN
http://www.wikidata.org/entity/Q21477,Holtzheim,Point(7.641111111 48.558611111),HOLTZHEIM
http://www.wikidata.org/entity/Q21478,Stundwiller,Point(7.990555555 48.925555555),STUNDWILLER
http://www.wikidata.org/entity/Q21479,Mackwiller,Point(7.175277777 48.926111111),MACKWILLER
http://www.wikidata.org/entity/Q21480,Marckolsheim,Point(7.543888888 48.163888888),MARCKOLSHEIM
http://www.wikidata.org/entity/Q21481,Thal-Drulingen,Point(7.145555555 48.91),THAL-DRULINGEN
http://www.wikidata.org/entity/Q21483,Steinseltz,Point(7.931111111 49.010555555),STEINSELTZ
http://www.wikidata.org/entity/Q21484,Schirrhein,Point(7.906111111 48.801388888),SCHIRRHEIN
http://www.wikidata.org/entity/Q21485,Struth,Point(7.255833333 48.893888888),STRUTH
http://www.wikidata.org/entity/Q21486,Obersteinbach,Point(7.6875 49.036111111),OBERSTEINBACH
http://www.wikidata.org/entity/Q21487,Grendelbruch,Point(7.322777777 48.4925),GRENDELBRUCH
http://www.wikidata.org/entity/Q21488,Schnersheim,Point(7.567777777 48.656666666),SCHNERSHEIM
http://www.wikidata.org/entity/Q21489,Mackenheim,Point(7.565833333 48.184444444),MACKENHEIM
http://www.wikidata.org/entity/Q21490,Mutzenhouse,Point(7.588611111 48.740833333),MUTZENHOUSE
