comune,comuneLabel,cordinate,comuneLabelCapital
http://www.wikidata.org/entity/Q954165,Beaulencourt,Point(2.878611111 50.076111111),BEAULENCOURT
http://www.wikidata.org/entity/Q954176,Port-Villez,Point(1.5225 49.062222222),PORT-VILLEZ
http://www.wikidata.org/entity/Q954219,Sambin,Point(1.296944444 47.438055555),SAMBIN
http://www.wikidata.org/entity/Q954253,Bertoncourt,Point(4.400833333 49.536111111),BERTONCOURT
http://www.wikidata.org/entity/Q954317,Grillon,Point(4.929722222 44.395),GRILLON
http://www.wikidata.org/entity/Q954328,Santa-Lucia-di-Mercurio,Point(9.221111111 42.326111111),SANTA-LUCIA-DI-MERCURIO
http://www.wikidata.org/entity/Q954334,Monsteroux-Milieu,Point(4.936666666 45.432222222),MONSTEROUX-MILIEU
http://www.wikidata.org/entity/Q954373,Verricourt,Point(4.348055555 48.451666666),VERRICOURT
http://www.wikidata.org/entity/Q954397,Pianello,Point(9.360277777 42.289722222),PIANELLO
http://www.wikidata.org/entity/Q954459,Saint-Python,Point(3.481666666 50.189722222),SAINT-PYTHON
http://www.wikidata.org/entity/Q954479,Lametz,Point(4.69 49.530555555),LAMETZ
http://www.wikidata.org/entity/Q954562,Jarville-la-Malgrange,Point(6.206111111 48.669444444),JARVILLE-LA-MALGRANGE
http://www.wikidata.org/entity/Q954622,Rivarennes,Point(0.353888888 47.266388888),RIVARENNES
http://www.wikidata.org/entity/Q954630,Neuvy-Deux-Clochers,Point(2.699166666 47.278333333),NEUVY-DEUX-CLOCHERS
http://www.wikidata.org/entity/Q954961,Colombe,Point(5.449444444 45.398888888),COLOMBE
http://www.wikidata.org/entity/Q955000,Saint-Jean-le-Vieux,Point(5.881388888 45.212222222),SAINT-JEAN-LE-VIEUX
http://www.wikidata.org/entity/Q955056,Soncourt-sur-Marne,Point(5.114166666 48.2525),SONCOURT-SUR-MARNE
http://www.wikidata.org/entity/Q955233,Sauvignac,Point(-0.081388888 45.256666666),SAUVIGNAC
http://www.wikidata.org/entity/Q955242,Mérenvielle,Point(1.156388888 43.627777777),MéRENVIELLE
http://www.wikidata.org/entity/Q955264,La Chapelle-Geneste,Point(3.6675 45.349722222),LA CHAPELLE-GENESTE
http://www.wikidata.org/entity/Q955273,Restigné,Point(0.228333333 47.281388888),RESTIGNé
http://www.wikidata.org/entity/Q955437,Saint-Julia,Point(1.8975 43.490277777),SAINT-JULIA
http://www.wikidata.org/entity/Q955469,Artins,Point(0.739722222 47.745),ARTINS
http://www.wikidata.org/entity/Q955483,Asnières-sur-Vègre,Point(-0.234166666 47.888611111),ASNIèRES-SUR-VèGRE
http://www.wikidata.org/entity/Q1018585,Revest-des-Brousses,Point(5.671666666 43.971944444),REVEST-DES-BROUSSES
http://www.wikidata.org/entity/Q1018589,La Rochegiron,Point(5.655555555 44.0775),LA ROCHEGIRON
http://www.wikidata.org/entity/Q1018593,Entrepierres,Point(5.993888888 44.186944444),ENTREPIERRES
http://www.wikidata.org/entity/Q1018595,Curbans,Point(6.037777777 44.428055555),CURBANS
http://www.wikidata.org/entity/Q1018600,Enchastrayes,Point(6.695277777 44.3675),ENCHASTRAYES
http://www.wikidata.org/entity/Q1018605,Les Omergues,Point(5.607777777 44.171666666),LES OMERGUES
http://www.wikidata.org/entity/Q1018608,Val-de-Chalvagne,Point(6.807777777 43.914166666),VAL-DE-CHALVAGNE
http://www.wikidata.org/entity/Q1018613,Meyronnes,Point(6.799166666 44.476388888),MEYRONNES
http://www.wikidata.org/entity/Q1018617,Faucon-du-Caire,Point(6.091388888 44.397222222),FAUCON-DU-CAIRE
http://www.wikidata.org/entity/Q1018621,Larche,Point(6.846666666 44.451388888),LARCHE
http://www.wikidata.org/entity/Q1018627,Mallefougasse-Augès,Point(5.897777777 44.066111111),MALLEFOUGASSE-AUGèS
http://www.wikidata.org/entity/Q1018630,Mallemoisson,Point(6.125277777 44.041944444),MALLEMOISSON
http://www.wikidata.org/entity/Q1018635,Montfuron,Point(5.693888888 43.835833333),MONTFURON
http://www.wikidata.org/entity/Q1018637,Méolans-Revel,Point(6.511666666 44.401388888),MéOLANS-REVEL
http://www.wikidata.org/entity/Q1018640,Montagnac-Montpezat,Point(6.095555555 43.779166666),MONTAGNAC-MONTPEZAT
http://www.wikidata.org/entity/Q1018645,Mirabeau,Point(6.090277777 44.062777777),MIRABEAU
http://www.wikidata.org/entity/Q1018649,Rougon,Point(6.401944444 43.798333333),ROUGON
http://www.wikidata.org/entity/Q1018654,La Palud-sur-Verdon,Point(6.341666666 43.78),LA PALUD-SUR-VERDON
http://www.wikidata.org/entity/Q1018657,Prads-Haute-Bléone,Point(6.443333333 44.22),PRADS-HAUTE-BLéONE
http://www.wikidata.org/entity/Q1018663,Lambruisse,Point(6.4425 44.048055555),LAMBRUISSE
http://www.wikidata.org/entity/Q1018695,Sébécourt,Point(0.8375 48.971666666),SéBéCOURT
http://www.wikidata.org/entity/Q1018812,Givonne,Point(4.988055555 49.720555555),GIVONNE
http://www.wikidata.org/entity/Q1018816,Les Deux-Villes,Point(5.231944444 49.650555555),LES DEUX-VILLES
http://www.wikidata.org/entity/Q1018821,Draize,Point(4.335 49.657222222),DRAIZE
http://www.wikidata.org/entity/Q1018843,Beffu-et-le-Morthomme,Point(4.899444444 49.368888888),BEFFU-ET-LE-MORTHOMME
http://www.wikidata.org/entity/Q1018861,Boutancourt,Point(4.768333333 49.684166666),BOUTANCOURT
http://www.wikidata.org/entity/Q1018891,Hauteville,Point(4.300277777 49.583888888),HAUTEVILLE
http://www.wikidata.org/entity/Q1018900,Condé-lès-Autry,Point(4.854444444 49.251666666),CONDé-LèS-AUTRY
http://www.wikidata.org/entity/Q1018938,Chappes,Point(4.269722222 49.610277777),CHAPPES
http://www.wikidata.org/entity/Q1018943,Boult-aux-Bois,Point(4.8425 49.431111111),BOULT-AUX-BOIS
http://www.wikidata.org/entity/Q1019030,Goult,Point(5.243611111 43.863333333),GOULT
http://www.wikidata.org/entity/Q1019116,Lagarde-Paréol,Point(4.851111111 44.228055555),LAGARDE-PARéOL
http://www.wikidata.org/entity/Q1019124,Loriol-du-Comtat,Point(5.000555555 44.076388888),LORIOL-DU-COMTAT
http://www.wikidata.org/entity/Q1019156,Saint-Saturnin-lès-Apt,Point(5.383888888 43.944166666),SAINT-SATURNIN-LèS-APT
http://www.wikidata.org/entity/Q1019161,Burret,Point(1.479722222 42.953888888),BURRET
http://www.wikidata.org/entity/Q1019173,Saint-Sever,Point(-0.574166666 43.756666666),SAINT-SEVER
http://www.wikidata.org/entity/Q1019185,Bignicourt,Point(4.424444444 49.399166666),BIGNICOURT
http://www.wikidata.org/entity/Q1019191,Besset,Point(1.836666666 43.078055555),BESSET
http://www.wikidata.org/entity/Q1019240,Serres,Point(2.324722222 42.946666666),SERRES
http://www.wikidata.org/entity/Q1019262,Rambaud,Point(6.132222222 44.545),RAMBAUD
http://www.wikidata.org/entity/Q1019374,Saint-Genis,Point(5.768611111 44.379444444),SAINT-GENIS
http://www.wikidata.org/entity/Q1019450,Monteils,Point(1.997777777 44.265555555),MONTEILS
http://www.wikidata.org/entity/Q1019458,Balaives-et-Butz,Point(4.733888888 49.673055555),BALAIVES-ET-BUTZ
http://www.wikidata.org/entity/Q1019463,Le Châtelet-sur-Retourne,Point(4.278055555 49.416944444),LE CHâTELET-SUR-RETOURNE
http://www.wikidata.org/entity/Q1019468,Châteauponsac,Point(1.276111111 46.133888888),CHâTEAUPONSAC
http://www.wikidata.org/entity/Q1019499,La Bazeuge,Point(1.096111111 46.244444444),LA BAZEUGE
http://www.wikidata.org/entity/Q1019511,Champsac,Point(0.956944444 45.702777777),CHAMPSAC
http://www.wikidata.org/entity/Q1019516,Chaillac-sur-Vienne,Point(0.8725 45.879166666),CHAILLAC-SUR-VIENNE
http://www.wikidata.org/entity/Q1019518,Champagnac-la-Rivière,Point(0.912222222 45.709722222),CHAMPAGNAC-LA-RIVIèRE
http://www.wikidata.org/entity/Q1019545,Gorre,Point(0.983055555 45.740555555),GORRE
http://www.wikidata.org/entity/Q1019614,La Chapelle-Montbrandeix,Point(0.849166666 45.645833333),LA CHAPELLE-MONTBRANDEIX
http://www.wikidata.org/entity/Q1019765,Champnétery,Point(1.571944444 45.831944444),CHAMPNéTERY
http://www.wikidata.org/entity/Q1019791,Cromac,Point(1.3 46.342222222),CROMAC
http://www.wikidata.org/entity/Q1019820,Saint-Prix,Point(3.651111111 46.231944444),SAINT-PRIX
http://www.wikidata.org/entity/Q1019830,Buxerolles,Point(4.932222222 47.807222222),BUXEROLLES
http://www.wikidata.org/entity/Q1019891,Cognac-la-Forêt,Point(1.010277777 45.833888888),COGNAC-LA-FORêT
http://www.wikidata.org/entity/Q1019905,Saint-Palais,Point(2.3 46.439444444),SAINT-PALAIS
http://www.wikidata.org/entity/Q1019938,Ambacourt,Point(6.141388888 48.347222222),AMBACOURT
http://www.wikidata.org/entity/Q1019950,Saint-Victor,Point(2.608055555 46.395),SAINT-VICTOR
http://www.wikidata.org/entity/Q1019953,Bujaleuf,Point(1.629722222 45.796666666),BUJALEUF
http://www.wikidata.org/entity/Q1019987,Le Buis,Point(1.2025 46.035555555),LE BUIS
http://www.wikidata.org/entity/Q1020000,Aureil,Point(1.392222222 45.805833333),AUREIL
http://www.wikidata.org/entity/Q1020028,Bussière-Poitevine,Point(0.905 46.235555555),BUSSIèRE-POITEVINE
http://www.wikidata.org/entity/Q1020066,Boisseuil,Point(1.331388888 45.77),BOISSEUIL
http://www.wikidata.org/entity/Q1020075,Bosmie-l'Aiguille,Point(1.215833333 45.767777777),BOSMIE-L'AIGUILLE
http://www.wikidata.org/entity/Q1020140,Cussac,Point(0.851388888 45.705833333),CUSSAC
http://www.wikidata.org/entity/Q1020147,Saint-Algis,Point(3.823888888 49.897777777),SAINT-ALGIS
http://www.wikidata.org/entity/Q1020151,La Garde,Point(6.557222222 43.830277777),LA GARDE
http://www.wikidata.org/entity/Q1020163,Saconin-et-Breuil,Point(3.248055555 49.356388888),SACONIN-ET-BREUIL
http://www.wikidata.org/entity/Q1020187,Montaigu,Point(3.829722222 49.535555555),MONTAIGU
http://www.wikidata.org/entity/Q1020191,Macquigny,Point(3.551666666 49.885),MACQUIGNY
http://www.wikidata.org/entity/Q1020195,Marchais,Point(3.816666666 49.583611111),MARCHAIS
http://www.wikidata.org/entity/Q1020200,Entrages,Point(6.266111111 44.046111111),ENTRAGES
http://www.wikidata.org/entity/Q1020209,Saint-Bandry,Point(3.166944444 49.371666666),SAINT-BANDRY
http://www.wikidata.org/entity/Q1020214,Mons-en-Laonnois,Point(3.553333333 49.537222222),MONS-EN-LAONNOIS
http://www.wikidata.org/entity/Q1020225,Courbes,Point(3.451111111 49.684444444),COURBES
http://www.wikidata.org/entity/Q1020230,Grand-Verly,Point(3.584444444 49.938055555),GRAND-VERLY
http://www.wikidata.org/entity/Q1020235,Montsalier,Point(5.609166666 44.012222222),MONTSALIER
http://www.wikidata.org/entity/Q1020249,Faverolles,Point(3.176388888 49.224166666),FAVEROLLES
http://www.wikidata.org/entity/Q1020255,Remaucourt,Point(3.341388888 49.896388888),REMAUCOURT
http://www.wikidata.org/entity/Q1020274,Grandrieux,Point(4.184722222 49.730277777),GRANDRIEUX
http://www.wikidata.org/entity/Q1020281,Monceau-lès-Leups,Point(3.491666666 49.670833333),MONCEAU-LèS-LEUPS
http://www.wikidata.org/entity/Q1020285,Saint-Agnan,Point(3.594722222 49.020277777),SAINT-AGNAN
http://www.wikidata.org/entity/Q1020290,Wiège-Faty,Point(3.718888888 49.881388888),WIèGE-FATY
http://www.wikidata.org/entity/Q1020295,Vadencourt,Point(3.578888888 49.929166666),VADENCOURT
http://www.wikidata.org/entity/Q1020299,Grisolles,Point(3.3575 49.140833333),GRISOLLES
http://www.wikidata.org/entity/Q1066421,Brains-sur-les-Marches,Point(-1.181388888 47.886388888),BRAINS-SUR-LES-MARCHES
http://www.wikidata.org/entity/Q1066429,La Grand-Croix,Point(4.568888888 45.503055555),LA GRAND-CROIX
http://www.wikidata.org/entity/Q1066443,Le Buret,Point(-0.514444444 47.9225),LE BURET
http://www.wikidata.org/entity/Q1066451,Bourgon,Point(-1.066666666 48.167222222),BOURGON
http://www.wikidata.org/entity/Q1066464,Saint-Jean-Bonnefonds,Point(4.446388888 45.451111111),SAINT-JEAN-BONNEFONDS
http://www.wikidata.org/entity/Q1066471,Ballots,Point(-1.046944444 47.895),BALLOTS
http://www.wikidata.org/entity/Q1066482,Le Boupère,Point(-0.926388888 46.794722222),LE BOUPèRE
http://www.wikidata.org/entity/Q1066483,Le Bignon-du-Maine,Point(-0.61 47.950555555),LE BIGNON-DU-MAINE
http://www.wikidata.org/entity/Q1066489,Crennes-sur-Fraubée,Point(-0.278611111 48.378333333),CRENNES-SUR-FRAUBéE
http://www.wikidata.org/entity/Q1066502,Colombiers-du-Plessis,Point(-0.840555555 48.391666666),COLOMBIERS-DU-PLESSIS
http://www.wikidata.org/entity/Q1066554,Auberchicourt,Point(3.232222222 50.332777777),AUBERCHICOURT
http://www.wikidata.org/entity/Q1066557,Vaulnaveys-le-Haut,Point(5.810277777 45.118333333),VAULNAVEYS-LE-HAUT
http://www.wikidata.org/entity/Q1066562,Villette-de-Vienne,Point(4.914444444 45.588611111),VILLETTE-DE-VIENNE
http://www.wikidata.org/entity/Q1066571,Vasselin,Point(5.454166666 45.630833333),VASSELIN
http://www.wikidata.org/entity/Q1066601,Veyssilieu,Point(5.220277777 45.68),VEYSSILIEU
http://www.wikidata.org/entity/Q1066608,Vertrieu,Point(5.366944444 45.873333333),VERTRIEU
http://www.wikidata.org/entity/Q1066637,Vourey,Point(5.52 45.320833333),VOUREY
http://www.wikidata.org/entity/Q1066646,Villeneuve-de-Marc,Point(5.102222222 45.475833333),VILLENEUVE-DE-MARC
http://www.wikidata.org/entity/Q1066651,Boussières-sur-Sambre,Point(3.881666666 50.240277777),BOUSSIèRES-SUR-SAMBRE
http://www.wikidata.org/entity/Q1066669,Damousies,Point(4.013611111 50.219444444),DAMOUSIES
http://www.wikidata.org/entity/Q1066750,Cuvillers,Point(3.2375 50.222777777),CUVILLERS
http://www.wikidata.org/entity/Q1066759,Wignehies,Point(4.008333333 50.016944444),WIGNEHIES
http://www.wikidata.org/entity/Q1066768,Bruay-sur-l'Escaut,Point(3.539444444 50.398333333),BRUAY-SUR-L'ESCAUT
http://www.wikidata.org/entity/Q1066836,Grand-Fort-Philippe,Point(2.109166666 50.997777777),GRAND-FORT-PHILIPPE
http://www.wikidata.org/entity/Q1066843,Estourmel,Point(3.321666666 50.149166666),ESTOURMEL
http://www.wikidata.org/entity/Q1066930,Dimechaux,Point(4.040833333 50.195555555),DIMECHAUX
http://www.wikidata.org/entity/Q1066975,Lauzun,Point(0.460555555 44.629722222),LAUZUN
http://www.wikidata.org/entity/Q1066999,Corné,Point(-0.349722222 47.470555555),CORNé
http://www.wikidata.org/entity/Q1067149,Vendranges,Point(4.136388888 45.941388888),VENDRANGES
http://www.wikidata.org/entity/Q1067242,Cagnoncles,Point(3.310277777 50.191111111),CAGNONCLES
http://www.wikidata.org/entity/Q1067344,Vernas,Point(5.281666666 45.7775),VERNAS
http://www.wikidata.org/entity/Q1067351,Vénérieu,Point(5.2775 45.659166666),VéNéRIEU
http://www.wikidata.org/entity/Q1067425,Vernioz,Point(4.905277777 45.421944444),VERNIOZ
http://www.wikidata.org/entity/Q1067432,Crespin,Point(3.661388888 50.42),CRESPIN
http://www.wikidata.org/entity/Q1067438,Vignieu,Point(5.424722222 45.628055555),VIGNIEU
http://www.wikidata.org/entity/Q1067445,Bry,Point(3.679444444 50.318055555),BRY
http://www.wikidata.org/entity/Q1067448,Vatilieu,Point(5.410555555 45.256111111),VATILIEU
http://www.wikidata.org/entity/Q1067456,Bantouzelle,Point(3.206111111 50.060833333),BANTOUZELLE
http://www.wikidata.org/entity/Q1067481,Siévoz,Point(5.8375 44.903333333),SIéVOZ
http://www.wikidata.org/entity/Q1067491,Sillans,Point(5.388888888 45.340833333),SILLANS
http://www.wikidata.org/entity/Q1067551,Abergement-le-Grand,Point(5.681388888 46.913611111),ABERGEMENT-LE-GRAND
http://www.wikidata.org/entity/Q1067570,Saint-Amand,Point(2.558611111 50.164722222),SAINT-AMAND
http://www.wikidata.org/entity/Q1067574,Marant,Point(1.845 50.466388888),MARANT
http://www.wikidata.org/entity/Q1067596,Tigery,Point(2.508611111 48.640277777),TIGERY
http://www.wikidata.org/entity/Q1067656,Mézos,Point(-1.164444444 44.076111111),MéZOS
http://www.wikidata.org/entity/Q1067668,Valencogne,Point(5.54 45.499166666),VALENCOGNE
http://www.wikidata.org/entity/Q1067675,Têche,Point(5.381388888 45.182777777),TêCHE
http://www.wikidata.org/entity/Q1067682,Sermérieu,Point(5.409722222 45.671388888),SERMéRIEU
http://www.wikidata.org/entity/Q1067689,Trept,Point(5.32 45.686666666),TREPT
http://www.wikidata.org/entity/Q1067696,Thodure,Point(5.168611111 45.316666666),THODURE
http://www.wikidata.org/entity/Q1067704,Valjouffrey,Point(6.031111111 44.872222222),VALJOUFFREY
http://www.wikidata.org/entity/Q1067711,Varacieux,Point(5.3375 45.231944444),VARACIEUX
http://www.wikidata.org/entity/Q1067719,Seyssuel,Point(4.845555555 45.56),SEYSSUEL
http://www.wikidata.org/entity/Q1067725,Villeneuve-sur-Auvers,Point(2.249166666 48.475555555),VILLENEUVE-SUR-AUVERS
http://www.wikidata.org/entity/Q1067727,Sérézin-de-la-Tour,Point(5.344166666 45.5575),SéRéZIN-DE-LA-TOUR
http://www.wikidata.org/entity/Q1067733,Salaise-sur-Sanne,Point(4.819166666 45.344444444),SALAISE-SUR-SANNE
http://www.wikidata.org/entity/Q1067740,Salagnon,Point(5.355 45.666944444),SALAGNON
http://www.wikidata.org/entity/Q1067747,Escalans,Point(0.043055555 44.013333333),ESCALANS
http://www.wikidata.org/entity/Q1067763,Saint-Didier-de-la-Tour,Point(5.483055555 45.555277777),SAINT-DIDIER-DE-LA-TOUR
http://www.wikidata.org/entity/Q1067770,Saint-Ondras,Point(5.546944444 45.517777777),SAINT-ONDRAS
http://www.wikidata.org/entity/Q1067777,Saint-Etienne-de-Crossey,Point(5.645555555 45.379166666),SAINT-ETIENNE-DE-CROSSEY
http://www.wikidata.org/entity/Q1067785,Saint-Nicolas-de-Macherin,Point(5.606666666 45.398333333),SAINT-NICOLAS-DE-MACHERIN
http://www.wikidata.org/entity/Q1067793,Saint-Sorlin-de-Morestel,Point(5.476666666 45.637222222),SAINT-SORLIN-DE-MORESTEL
http://www.wikidata.org/entity/Q1067799,Saint-Geoirs,Point(5.354722222 45.322222222),SAINT-GEOIRS
http://www.wikidata.org/entity/Q1067807,Saint-Jean-de-Moirans,Point(5.582222222 45.341111111),SAINT-JEAN-DE-MOIRANS
http://www.wikidata.org/entity/Q1067815,Saint-Siméon-de-Bressieux,Point(5.261666666 45.328333333),SAINT-SIMéON-DE-BRESSIEUX
http://www.wikidata.org/entity/Q1067821,Saint-Michel-de-Saint-Geoirs,Point(5.355833333 45.305277777),SAINT-MICHEL-DE-SAINT-GEOIRS
http://www.wikidata.org/entity/Q1067827,Semons,Point(5.194722222 45.432222222),SEMONS
http://www.wikidata.org/entity/Q1067832,Saint-Julien-de-l'Herms,Point(5.094444444 45.4325),SAINT-JULIEN-DE-L'HERMS
http://www.wikidata.org/entity/Q1067840,Pontenx-les-Forges,Point(-1.121388888 44.241111111),PONTENX-LES-FORGES
http://www.wikidata.org/entity/Q1067855,Vaugrigneuse,Point(2.1225 48.6025),VAUGRIGNEUSE
http://www.wikidata.org/entity/Q1067856,Savas-Mépin,Point(5.071111111 45.489444444),SAVAS-MéPIN
http://www.wikidata.org/entity/Q1067865,Marles-sur-Canche,Point(1.827222222 50.458055555),MARLES-SUR-CANCHE
http://www.wikidata.org/entity/Q1067882,Pissos,Point(-0.778333333 44.308888888),PISSOS
http://www.wikidata.org/entity/Q1067883,Torfou,Point(2.226666666 48.531388888),TORFOU
http://www.wikidata.org/entity/Q1067888,Saint-Sulpice-de-Favières,Point(2.18 48.541666666),SAINT-SULPICE-DE-FAVIèRES
http://www.wikidata.org/entity/Q1067911,Romagnieu,Point(5.641388888 45.57),ROMAGNIEU
http://www.wikidata.org/entity/Q1067922,Saint-Christophe-sur-Guiers,Point(5.773888888 45.438611111),SAINT-CHRISTOPHE-SUR-GUIERS
http://www.wikidata.org/entity/Q1067925,Saint-Alban-du-Rhône,Point(4.755277777 45.426666666),SAINT-ALBAN-DU-RHôNE
http://www.wikidata.org/entity/Q1067937,Hauriet,Point(-0.697777777 43.732777777),HAURIET
http://www.wikidata.org/entity/Q1067968,Saint-Agnin-sur-Bion,Point(5.244166666 45.540555555),SAINT-AGNIN-SUR-BION
http://www.wikidata.org/entity/Q1067974,Saint-Alban-de-Roche,Point(5.224166666 45.596111111),SAINT-ALBAN-DE-ROCHE
http://www.wikidata.org/entity/Q1067981,Saint-Bonnet-de-Chavagne,Point(5.231944444 45.125833333),SAINT-BONNET-DE-CHAVAGNE
http://www.wikidata.org/entity/Q1068000,Saint-Cyr-sous-Dourdan,Point(2.036111111 48.568611111),SAINT-CYR-SOUS-DOURDAN
http://www.wikidata.org/entity/Q1068046,Luglon,Point(-0.7175 44.082222222),LUGLON
http://www.wikidata.org/entity/Q1068058,Sainte-Anne-sur-Gervonde,Point(5.233333333 45.499722222),SAINTE-ANNE-SUR-GERVONDE
http://www.wikidata.org/entity/Q1068086,Saint-Gor,Point(-0.240833333 44.054166666),SAINT-GOR
http://www.wikidata.org/entity/Q1068108,Ormoy-la-Rivière,Point(2.149444444 48.403611111),ORMOY-LA-RIVIèRE
http://www.wikidata.org/entity/Q1068114,Saint-Blaise-du-Buis,Point(5.518333333 45.376944444),SAINT-BLAISE-DU-BUIS
http://www.wikidata.org/entity/Q1068123,Saint-Sauveur,Point(5.341944444 45.1525),SAINT-SAUVEUR
http://www.wikidata.org/entity/Q1068129,Saint-Pierre-de-Bressieux,Point(5.285277777 45.315555555),SAINT-PIERRE-DE-BRESSIEUX
http://www.wikidata.org/entity/Q1068136,Saint-Maurice-sur-Adour,Point(-0.4675 43.785),SAINT-MAURICE-SUR-ADOUR
http://www.wikidata.org/entity/Q1000319,Aulhat-Saint-Privat,Point(3.3125 45.573055555),AULHAT-SAINT-PRIVAT
http://www.wikidata.org/entity/Q1000325,Bromont-Lamothe,Point(2.819166666 45.840277777),BROMONT-LAMOTHE
http://www.wikidata.org/entity/Q1000330,Champagnat-le-Jeune,Point(3.426666666 45.45),CHAMPAGNAT-LE-JEUNE
http://www.wikidata.org/entity/Q1000340,Chambon-sur-Dolore,Point(3.612777777 45.496944444),CHAMBON-SUR-DOLORE
http://www.wikidata.org/entity/Q1000344,Chidrac,Point(3.148888888 45.554166666),CHIDRAC
http://www.wikidata.org/entity/Q1000350,Espinchal,Point(2.881111111 45.394166666),ESPINCHAL
http://www.wikidata.org/entity/Q1000360,Foug,Point(5.786388888 48.684166666),FOUG
http://www.wikidata.org/entity/Q1000368,Collanges,Point(3.217777777 45.4375),COLLANGES
http://www.wikidata.org/entity/Q1000375,Beurières,Point(3.774444444 45.439444444),BEURIèRES
http://www.wikidata.org/entity/Q1000398,Bongheat,Point(3.426666666 45.726944444),BONGHEAT
http://www.wikidata.org/entity/Q1000677,Chadeleuf,Point(3.179166666 45.586944444),CHADELEUF
http://www.wikidata.org/entity/Q1000749,Crion,Point(6.527222222 48.64),CRION
http://www.wikidata.org/entity/Q1000758,Haussonville,Point(6.325833333 48.528888888),HAUSSONVILLE
http://www.wikidata.org/entity/Q1000770,Les Baroches,Point(5.892222222 49.23),LES BAROCHES
http://www.wikidata.org/entity/Q1000779,Azelot,Point(6.233611111 48.589166666),AZELOT
http://www.wikidata.org/entity/Q1000786,Biville,Point(-1.8225 49.612777777),BIVILLE
http://www.wikidata.org/entity/Q1000790,Pallanne,Point(0.25 43.506388888),PALLANNE
http://www.wikidata.org/entity/Q1000796,Boulazac,Point(0.763055555 45.181944444),BOULAZAC
http://www.wikidata.org/entity/Q1000866,Cuves,Point(-1.105277777 48.718888888),CUVES
http://www.wikidata.org/entity/Q1000873,Hautteville-Bocage,Point(-1.464722222 49.425833333),HAUTTEVILLE-BOCAGE
http://www.wikidata.org/entity/Q1000894,Cavigny,Point(-1.109722222 49.193333333),CAVIGNY
http://www.wikidata.org/entity/Q1000911,Couville,Point(-1.685833333 49.553611111),COUVILLE
http://www.wikidata.org/entity/Q1000936,Beauficel,Point(-0.960277777 48.74),BEAUFICEL
http://www.wikidata.org/entity/Q1000966,Barisey-au-Plain,Point(5.843888888 48.525),BARISEY-AU-PLAIN
http://www.wikidata.org/entity/Q1000982,Belval,Point(-1.363611111 49.039444444),BELVAL
http://www.wikidata.org/entity/Q1000993,Golleville,Point(-1.516111111 49.436388888),GOLLEVILLE
http://www.wikidata.org/entity/Q1001008,Bolleville,Point(-1.575833333 49.301111111),BOLLEVILLE
http://www.wikidata.org/entity/Q1001015,Dangy,Point(-1.224722222 49.045),DANGY
http://www.wikidata.org/entity/Q1001057,Carantilly,Point(-1.240555555 49.065277777),CARANTILLY
http://www.wikidata.org/entity/Q1001066,Beslon,Point(-1.151388888 48.848888888),BESLON
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,Point(-1.548333333 49.253055555),ANGOVILLE-SUR-AY
http://www.wikidata.org/entity/Q1001084,Chevry,Point(-1.12 48.968055555),CHEVRY
http://www.wikidata.org/entity/Q1001101,Baudreville,Point(-1.631666666 49.305277777),BAUDREVILLE
http://www.wikidata.org/entity/Q1001126,Gonneville,Point(-1.473333333 49.635277777),GONNEVILLE
http://www.wikidata.org/entity/Q1001153,Fontenay,Point(-1.03 48.628333333),FONTENAY
http://www.wikidata.org/entity/Q1001177,Le Chefresne,Point(-1.154444444 48.903055555),LE CHEFRESNE
http://www.wikidata.org/entity/Q1001204,Clitourps,Point(-1.371111111 49.655833333),CLITOURPS
http://www.wikidata.org/entity/Q1001229,Baubigny,Point(-1.803888888 49.43),BAUBIGNY
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,Point(-1.315555555 49.489166666),FONTENAY-SUR-MER
http://www.wikidata.org/entity/Q1001269,Breuville,Point(-1.6725 49.536111111),BREUVILLE
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,Point(-1.231388888 49.182777777),LES CHAMPS-DE-LOSQUE
http://www.wikidata.org/entity/Q1001298,Brainville,Point(-1.498055555 49.086111111),BRAINVILLE
http://www.wikidata.org/entity/Q1001315,Barenton,Point(-0.831944444 48.599166666),BARENTON
http://www.wikidata.org/entity/Q1001333,La Colombe,Point(-1.1825 48.874444444),LA COLOMBE
http://www.wikidata.org/entity/Q1001363,Glatigny,Point(-1.630277777 49.277222222),GLATIGNY
http://www.wikidata.org/entity/Q1001436,Chanteloup,Point(-1.487222222 48.899166666),CHANTELOUP
http://www.wikidata.org/entity/Q1001443,Carneville,Point(-1.446111111 49.663888888),CARNEVILLE
http://www.wikidata.org/entity/Q1001449,Doville,Point(-1.540277777 49.331666666),DOVILLE
http://www.wikidata.org/entity/Q1001458,Auvers,Point(-1.324166666 49.296111111),AUVERS
http://www.wikidata.org/entity/Q1001463,Digosville,Point(-1.525277777 49.630833333),DIGOSVILLE
http://www.wikidata.org/entity/Q1001473,Agon-Coutainville,Point(-1.576666666 49.042222222),AGON-COUTAINVILLE
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,Point(-1.321388888 49.539444444),AUMEVILLE-LESTRE
http://www.wikidata.org/entity/Q1001495,Les Cresnays,Point(-1.121944444 48.718888888),LES CRESNAYS
http://www.wikidata.org/entity/Q1001513,La Baleine,Point(-1.317777777 48.924444444),LA BALEINE
